filingtype,page,link,cmte,office,period,year,draft
campaign,6,/pdf_files/EFS_generated/PCC_11_173_6281_O_0_1.pdf,Tom Brown for Ward 7,"Brown, Tom",October 10th Report,2011,Original
campaign,6,/pdf_files/EFS_generated/PCC_11_173_6281_A_1_1.pdf,Tom Brown for Ward 7,"Brown, Tom",October 10th Report,2011,Amendment 1
campaign,6,/pdf_files/EFS_generated/PCC_11_175_6281_A_1_1.pdf,Tom Brown for Ward 7,"Brown, Tom",December 10th Report,2011,Amendment 1
campaign,7,/pdf_files/EFS_generated/PCC_11_173_6281_A_3_1.pdf,Tom Brown for Ward 7,"Brown, Tom",October 10th Report,2011,Amendment 3
campaign,7,/pdf_files/EFS_generated/PCC_11_175_6281_A_6_1.pdf,Tom Brown for Ward 7,"Brown, Tom",December 10th Report,2011,Amendment 6
campaign,7,/pdf_files/EFS_generated/PCC_11_173_6281_A_2_1.pdf,Tom Brown for Ward 7,"Brown, Tom",October 10th Report,2011,Amendment 2
campaign,7,/pdf_files/EFS_generated/PCC_11_175_6281_O_0_1.pdf,Tom Brown for Ward 7,"Brown, Tom",December 10th Report,2011,Original
campaign,7,/pdf_files/EFS_generated/PCC_11_175_6281_A_2_1.pdf,Tom Brown for Ward 7,"Brown, Tom",December 10th Report,2011,Amendment 2
campaign,7,/pdf_files/EFS_generated/PCC_11_175_6281_A_4_1.pdf,Tom Brown for Ward 7,"Brown, Tom",December 10th Report,2011,Amendment 4
campaign,7,/pdf_files/EFS_generated/PCC_11_175_6281_A_3_1.pdf,Tom Brown for Ward 7,"Brown, Tom",December 10th Report,2011,Amendment 3
campaign,7,/pdf_files/EFS_generated/PCC_11_175_6281_A_5_1.pdf,Tom Brown for Ward 7,"Brown, Tom",December 10th Report,2011,Amendment 5
campaign,7,/pdf_files/EFS_generated/PCC_11_173_6227_O_0_1.pdf,Michael Brown 2012,"Brown, Michael",October 10th Report,2011,Original
campaign,7,/pdf_files/EFS_generated/PCC_11_168_6227_O_0_1.pdf,Michael Brown 2012,"Brown, Michael",July 31st Report,2011,Original
campaign,8,/pdf_files/EFS_generated/PCC_11_175_6227_O_0_1.pdf,Michael Brown 2012,"Brown, Michael",December 10th Report,2011,Original
campaign,8,/pdf_files/EFS_generated/PCC_11_166_6182_A_1_1.pdf,Committee to Elect Tom Brown,"Brown, Tom",June 10th Report,2011,Amendment 1
campaign,8,/pdf_files/EFS_generated/PCC_11_170_6182_O_0_1.pdf,Committee to Elect Tom Brown,"Brown, Tom",August 10th Report,2011,Original
campaign,8,/pdf_files/EFS_generated/PCC_11_182_6182_O_0_1.pdf,Committee to Elect Tom Brown,"Brown, Tom",Termination Report,2011,Original
campaign,8,/pdf_files/EFS_generated/PCC_11_164_6182_A_1_1.pdf,Committee to Elect Tom Brown,"Brown, Tom",March 10th Report,2011,Amendment 1
campaign,8,/pdf_files/EFS_generated/PCC_11_281_6182_A_2_1.pdf,Committee to Elect Tom Brown,"Brown, Tom",8 Day Pre Special Election Report,2011,Amendment 2
campaign,8,/pdf_files/EFS_generated/PCC_11_281_6182_A_1_1.pdf,Committee to Elect Tom Brown,"Brown, Tom",8 Day Pre Special Election Report,2011,Amendment 1
campaign,8,/pdf_files/EFS_generated/PCC_11_166_6182_O_0_1.pdf,Committee to Elect Tom Brown,"Brown, Tom",June 10th Report,2011,Original
campaign,8,/pdf_files/EFS_generated/PCC_11_164_6182_O_0_1.pdf,Committee to Elect Tom Brown,"Brown, Tom",March 10th Report,2011,Original
campaign,8,/pdf_files/EFS_generated/PCC_11_281_6182_O_0_1.pdf,Committee to Elect Tom Brown,"Brown, Tom",8 Day Pre Special Election Report,2011,Original
campaign,9,/pdf_files/EFS_generated/PCC_11_160_5410_A_1_1.pdf,Kwame for Chair,"Brown, Kwame",January 31st Report,2011,Amendment 1
campaign,9,/pdf_files/EFS_generated/PCC_11_182_5410_O_0_1.pdf,Kwame for Chair,"Brown, Kwame",Termination Report,2011,Original
campaign,9,/pdf_files/EFS_generated/PCC_11_160_5410_O_0_1.pdf,Kwame for Chair,"Brown, Kwame",January 31st Report,2011,Original
campaign,9,/pdf_files/EFS_generated/PCC_11_160_5410_A_2_1.pdf,Kwame for Chair,"Brown, Kwame",January 31st Report,2011,Amendment 2
campaign,9,/pdf_files/EFS_generated/PCC_11_168_5508_O_0_1.pdf,Michael Brown for Council 2010,"Brown, Michael",July 31st Report,2011,Original
campaign,9,/pdf_files/EFS_generated/PCC_11_160_5508_O_0_1.pdf,Michael Brown for Council 2010,"Brown, Michael",January 31st Report,2011,Original
campaign,9,/pdf_files/EFS_generated/PCC_11_182_4474_O_0_1.pdf,Friends of Michael Brown,"Brown, Michael",Termination Report,2011,Original
campaign,9,/pdf_files/EFS_generated/PCC_11_182_4474_A_1_1.pdf,Friends of Michael Brown,"Brown, Michael",Termination Report,2011,Amendment 1
campaign,9,/pdf_files/EFS_generated/PCC_11_160_4474_O_0_1.pdf,Friends of Michael Brown,"Brown, Michael",January 31st Report,2011,Original
campaign,9,/pdf_files/EFS_generated/PCC_11_182_4474_A_2_1.pdf,Friends of Michael Brown,"Brown, Michael",Termination Report,2011,Amendment 2
campaign,10,/pdf_files/EFS_generated/PCC_11_160_3761_O_0_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",January 31st Report,2011,Original
campaign,10,/pdf_files/EFS_generated/PCC_11_168_3761_O_0_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",July 31st Report,2011,Original
campaign,10,/pdf_files/EFS_generated/PCC_11_168_3761_A_1_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",July 31st Report,2011,Amendment 1
campaign,10,/pdf_files/EFS_generated/PCC_11_160_3761_A_1_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",January 31st Report,2011,Amendment 1
campaign,10,/pdf_files/EFS_generated/PCC_11_182_1672_A_1_1.pdf,Committee to Elect Kwame R Brown,"Brown, Kwame",Termination Report,2011,Amendment 1
campaign,10,/pdf_files/EFS_generated/PCC_03_182_1672_O_0_1.pdf,Committee to Elect Kwame R Brown,"Brown, Kwame",Termination Report,2011,Original
campaign,10,/pdf_files/EFS_generated/PCC_11_182_5289_O_0_1.pdf,Catania 2010,"Catania, David",Termination Report,2011,Original
campaign,10,/pdf_files/EFS_generated/PCC_11_160_5289_O_0_1.pdf,Catania 2010,"Catania, David",January 31st Report,2011,Original
campaign,10,/pdf_files/EFS_generated/PCC_11_173_6280_O_0_1.pdf,Chavous for Ward 7 2012,"Chavous, Kevin",October 10th Report,2011,Original
campaign,10,/pdf_files/EFS_generated/PCC_11_175_6280_O_0_1.pdf,Chavous for Ward 7 2012,"Chavous, Kevin",December 10th Report,2011,Original
campaign,11,/pdf_files/EFS_generated/PCC_11_160_5028_A_1_1.pdf,Re-elect Cheh 2010,"Cheh, Mary",January 31st Report,2011,Amendment 1
campaign,11,/pdf_files/EFS_generated/PCC_11_182_5028_O_0_1.pdf,Re-elect Cheh 2010,"Cheh, Mary",Termination Report,2011,Original
campaign,11,/pdf_files/EFS_generated/PCC_11_160_5028_O_0_1.pdf,Re-elect Cheh 2010,"Cheh, Mary",January 31st Report,2011,Original
campaign,11,/pdf_files/EFS_generated/PCC_11_182_5385_O_0_1.pdf,Tim Day For Ward 5,"Day, Timothy",Termination Report,2011,Original
campaign,11,/pdf_files/EFS_generated/PCC_11_160_5378_O_0_1.pdf,Committee to Elect Jim DeMartino,"DeMartino, Jim",January 31st Report,2011,Original
campaign,11,/pdf_files/EFS_generated/PCC_11_168_5378_O_0_1.pdf,Committee to Elect Jim DeMartino,"DeMartino, Jim",July 31st Report,2011,Original
campaign,11,/pdf_files/EFS_generated/PCC_11_160_5378_A_1_1.pdf,Committee to Elect Jim DeMartino,"DeMartino, Jim",January 31st Report,2011,Amendment 1
campaign,11,/pdf_files/EFS_generated/PCC_11_168_5378_A_1_1.pdf,Committee to Elect Jim DeMartino,"DeMartino, Jim",July 31st Report,2011,Amendment 1
campaign,11,/pdf_files/EFS_generated/PCC_11_160_6085_O_0_1.pdf,Dickson 2011,"Dickson, Wayne",January 31st Report,2011,Original
campaign,11,/pdf_files/EFS_generated/PCC_11_182_6085_O_0_1.pdf,Dickson 2011,"Dickson, Wayne",Termination Report,2011,Original
campaign,12,/pdf_files/EFS_generated/PCC_11_160_2243_O_0_1.pdf,Doe for Senate,"Doe, John",January 31st Report,2011,Original
campaign,12,/scan_image/EFS_PDFFiles_prod/CAN_11_182_2243_A_3_1.pdf,Doe for Senate,"Doe, John",Termination Report,2011,Amendment 3
campaign,12,/scan_image/EFS_PDFFiles_prod/CAN_11_182_2243_A_4_1.pdf,Doe for Senate,"Doe, John",Termination Report,2011,Amendment 4
campaign,12,/scan_image/EFS_PDFFiles_prod/CAN_11_182_2243_A_5_1.pdf,Doe for Senate,"Doe, John",Termination Report,2011,Amendment 5
campaign,12,/pdf_files/EFS_generated/PCC_11_160_2243_A_1_1.pdf,Doe for Senate,"Doe, John",January 31st Report,2011,Amendment 1
campaign,12,/scan_image/EFS_PDFFiles_prod/CAN_11_182_2243_A_1_1.pdf,Doe for Senate,"Doe, John",Termination Report,2011,Amendment 1
campaign,12,/scan_image/EFS_PDFFiles_prod/CAN_11_182_2243_A_2_1.pdf,Doe for Senate,"Doe, John",Termination Report,2011,Amendment 2
campaign,12,/scan_image/EFS_PDFFiles_prod/CAN_11_160_2243_O_0_2.pdf,Doe for Senate,"Doe, John",January 31st Report,2011,Original
campaign,12,/scan_image/EFS_PDFFiles_prod/CAN_11_182_2243_O_0_1.pdf,Doe for Senate,"Doe, John",Termination Report,2011,Original
campaign,12,/pdf_files/EFS_generated/PCC_11_173_6224_O_0_1.pdf,Evans 2012,"Evans, Jack",October 10th Report,2011,Original
campaign,13,/pdf_files/EFS_generated/PCC_11_168_6224_A_1_1.pdf,Evans 2012,"Evans, Jack",July 31st Report,2011,Amendment 1
campaign,13,/pdf_files/EFS_generated/PCC_11_168_6224_A_2_1.pdf,Evans 2012,"Evans, Jack",July 31st Report,2011,Amendment 2
campaign,13,/pdf_files/EFS_generated/PCC_11_168_6224_O_0_1.pdf,Evans 2012,"Evans, Jack",July 31st Report,2011,Original
campaign,13,/pdf_files/EFS_generated/PCC_11_175_6224_O_0_1.pdf,Evans 2012,"Evans, Jack",December 10th Report,2011,Original
campaign,13,/pdf_files/EFS_generated/PCC_11_173_6224_A_1_1.pdf,Evans 2012,"Evans, Jack",October 10th Report,2011,Amendment 1
campaign,13,/pdf_files/EFS_generated/PCC_11_175_6224_A_1_1.pdf,Evans 2012,"Evans, Jack",December 10th Report,2011,Amendment 1
campaign,13,/pdf_files/EFS_generated/PCC_11_173_6224_A_2_1.pdf,Evans 2012,"Evans, Jack",October 10th Report,2011,Amendment 2
campaign,13,/pdf_files/EFS_generated/PCC_11_182_4690_O_0_1.pdf,Fenty 2010,"Fenty, Adrian",Termination Report,2011,Original
campaign,13,/pdf_files/EFS_generated/PCC_11_160_4690_O_0_1.pdf,Fenty 2010,"Fenty, Adrian",January 31st Report,2011,Original
campaign,13,/scan_image/EFS_PDFFiles_prod/CAN_11_175_6316_O_0_1.pdf,Fleming 2012,"Fleming, Nathan",December 10th Report,2011,Original
campaign,14,/pdf_files/EFS_generated/PCC_11_175_6327_O_0_1.pdf,Folden 4 Ward 7,"Folden, Don",December 10th Report,2011,Original
campaign,14,/pdf_files/EFS_generated/PCC_11_175_6332_O_0_1.pdf,Teri Galvez for National Committeewoman,"Galvez, Teri",December 10th Report,2011,Original
campaign,14,/pdf_files/EFS_generated/PCC_11_182_6169_O_0_1.pdf,Committee to Elect James Garay Heelan,"Garay Heelan, James",Termination Report,2011,Original
campaign,14,/pdf_files/EFS_generated/PCC_11_164_6169_O_0_1.pdf,Committee to Elect James Garay Heelan,"Garay Heelan, James",March 10th Report,2011,Original
campaign,14,/pdf_files/EFS_generated/PCC_11_281_6169_O_0_1.pdf,Committee to Elect James Garay Heelan,"Garay Heelan, James",8 Day Pre Special Election Report,2011,Original
campaign,14,/pdf_files/EFS_generated/PCC_11_175_6314_A_1_1.pdf,Gaston 2012,"Gaston, Darrell",December 10th Report,2011,Amendment 1
campaign,14,/pdf_files/EFS_generated/PCC_11_175_6314_O_0_1.pdf,Gaston 2012,"Gaston, Darrell",December 10th Report,2011,Original
campaign,14,/pdf_files/EFS_generated/PCC_11_182_5099_O_0_1.pdf,Reelect Jim Graham 2010,"Graham, Jim",Termination Report,2011,Original
campaign,14,/pdf_files/EFS_generated/PCC_11_160_5099_O_0_1.pdf,Reelect Jim Graham 2010,"Graham, Jim",January 31st Report,2011,Original
campaign,14,/pdf_files/EFS_generated/PCC_11_168_5400_O_0_1.pdf,Gray for Mayor,"Gray, Vincent",July 31st Report,2011,Original
campaign,15,/pdf_files/EFS_generated/PCC_11_160_5400_A_2_1.pdf,Gray for Mayor,"Gray, Vincent",January 31st Report,2011,Amendment 2
campaign,15,/pdf_files/EFS_generated/PCC_11_160_5400_A_1_1.pdf,Gray for Mayor,"Gray, Vincent",January 31st Report,2011,Amendment 1
campaign,15,/pdf_files/EFS_generated/PCC_11_160_5400_O_0_1.pdf,Gray for Mayor,"Gray, Vincent",January 31st Report,2011,Original
campaign,15,/pdf_files/EFS_generated/PCC_11_182_5438_A_1_1.pdf,Michael T. Green Mayoral Committee,"Green, Michael",Termination Report,2011,Amendment 1
campaign,15,/pdf_files/EFS_generated/PCC_11_182_5438_O_0_1.pdf,Michael T. Green Mayoral Committee,"Green, Michael",Termination Report,2011,Original
campaign,15,/pdf_files/EFS_generated/PCC_11_182_6319_O_0_1.pdf,Committee to elect Fiona Greig,"Greig, Fiona",Termination Report,2011,Original
campaign,15,/pdf_files/EFS_generated/PCC_11_173_6291_O_0_1.pdf,Grosso for Council 2012,"Grosso, David",October 10th Report,2011,Original
campaign,15,/pdf_files/EFS_generated/PCC_11_175_6291_O_0_1.pdf,Grosso for Council 2012,"Grosso, David",December 10th Report,2011,Original
campaign,15,/pdf_files/EFS_generated/PCC_11_173_6291_A_1_1.pdf,Grosso for Council 2012,"Grosso, David",October 10th Report,2011,Amendment 1
campaign,15,/pdf_files/EFS_generated/PCC_11_175_6291_A_1_1.pdf,Grosso for Council 2012,"Grosso, David",December 10th Report,2011,Amendment 1
campaign,16,/pdf_files/EFS_generated/PCC_11_173_6299_O_0_1.pdf,Friends of Calvin Gurley,"Gurley, Calvin",October 10th Report,2011,Original
campaign,16,/pdf_files/EFS_generated/PCC_11_175_6299_O_0_1.pdf,Friends of Calvin Gurley,"Gurley, Calvin",December 10th Report,2011,Original
campaign,16,/pdf_files/EFS_generated/PCC_11_173_6299_A_1_1.pdf,Friends of Calvin Gurley,"Gurley, Calvin",October 10th Report,2011,Amendment 1
campaign,16,/pdf_files/EFS_generated/PCC_11_175_6299_A_1_1.pdf,Friends of Calvin Gurley,"Gurley, Calvin",December 10th Report,2011,Amendment 1
campaign,16,/pdf_files/EFS_generated/PCC_11_182_5408_O_0_1.pdf,Friends of Calvin Gurley,"Gurley, Calvin",Termination Report,2011,Original
campaign,16,/pdf_files/EFS_generated/PCC_11_160_6106_O_0_1.pdf,Friends of Calvin Gurley,"Gurley, Calvin",January 31st Report,2011,Original
campaign,16,/pdf_files/EFS_generated/PCC_11_281_6106_O_0_1.pdf,Friends of Calvin Gurley,"Gurley, Calvin",8 Day Pre Special Election Report,2011,Original
campaign,16,/pdf_files/EFS_generated/PCC_11_182_6106_O_0_1.pdf,Friends of Calvin Gurley,"Gurley, Calvin",Termination Report,2011,Original
campaign,16,/pdf_files/EFS_generated/PCC_11_170_5969_O_0_1.pdf,Arkan Haile for D.C. City Council,"Haile, Arkan",August 10th Report,2011,Original
campaign,16,/pdf_files/EFS_generated/PCC_11_182_5969_O_0_1.pdf,Arkan Haile for D.C. City Council,"Haile, Arkan",Termination Report,2011,Original
campaign,17,/pdf_files/EFS_generated/PCC_11_164_5969_A_1_1.pdf,Arkan Haile for D.C. City Council,"Haile, Arkan",March 10th Report,2011,Amendment 1
campaign,17,/pdf_files/EFS_generated/PCC_11_281_5969_A_2_1.pdf,Arkan Haile for D.C. City Council,"Haile, Arkan",8 Day Pre Special Election Report,2011,Amendment 2
campaign,17,/pdf_files/EFS_generated/PCC_11_166_5969_A_2_1.pdf,Arkan Haile for D.C. City Council,"Haile, Arkan",June 10th Report,2011,Amendment 2
campaign,17,/pdf_files/EFS_generated/PCC_11_182_5969_A_1_1.pdf,Arkan Haile for D.C. City Council,"Haile, Arkan",Termination Report,2011,Amendment 1
campaign,17,/pdf_files/EFS_generated/PCC_11_166_5969_A_1_1.pdf,Arkan Haile for D.C. City Council,"Haile, Arkan",June 10th Report,2011,Amendment 1
campaign,17,/pdf_files/EFS_generated/PCC_11_281_5969_A_1_1.pdf,Arkan Haile for D.C. City Council,"Haile, Arkan",8 Day Pre Special Election Report,2011,Amendment 1
campaign,17,/pdf_files/EFS_generated/PCC_11_166_5969_O_0_1.pdf,Arkan Haile for D.C. City Council,"Haile, Arkan",June 10th Report,2011,Original
campaign,17,/pdf_files/EFS_generated/PCC_11_281_5969_O_0_1.pdf,Arkan Haile for D.C. City Council,"Haile, Arkan",8 Day Pre Special Election Report,2011,Original
campaign,17,/pdf_files/EFS_generated/PCC_11_164_5969_O_0_1.pdf,Arkan Haile for D.C. City Council,"Haile, Arkan",March 10th Report,2011,Original
campaign,17,/pdf_files/EFS_generated/PCC_11_160_5969_O_0_1.pdf,Arkan Haile for D.C. City Council,"Haile, Arkan",January 31st Report,2011,Original
campaign,18,/pdf_files/EFS_generated/PCC_11_160_5415_O_0_1.pdf,Dave Hedgepeth 2010,"Hedgepeth, Dave",January 31st Report,2011,Original
campaign,18,/pdf_files/EFS_generated/PCC_11_182_5415_O_0_1.pdf,Dave Hedgepeth 2010,"Hedgepeth, Dave",Termination Report,2011,Original
campaign,18,/pdf_files/EFS_generated/PCC_11_168_5436_O_0_1.pdf,Committee to Elect Kathy Henderson,"Henderson, Kathy",July 31st Report,2011,Original
campaign,18,/pdf_files/EFS_generated/PCC_11_160_5436_O_0_1.pdf,Committee to Elect Kathy Henderson,"Henderson, Kathy",January 31st Report,2011,Original
campaign,18,/pdf_files/EFS_generated/PCC_11_175_6330_A_1_1.pdf,Holness at Large 2012,"Holness, E. Gail Anderson",December 10th Report,2011,Amendment 1
campaign,18,/pdf_files/EFS_generated/PCC_11_175_6330_O_0_1.pdf,Holness at Large 2012,"Holness, E. Gail Anderson",December 10th Report,2011,Original
campaign,18,/pdf_files/EFS_generated/PCC_11_173_6305_O_0_1.pdf,Homan for DC NCW,"Homan, Jill",October 10th Report,2011,Original
campaign,18,/pdf_files/EFS_generated/PCC_11_175_6305_O_0_1.pdf,Homan for DC NCW,"Homan, Jill",December 10th Report,2011,Original
campaign,18,/pdf_files/EFS_generated/PCC_11_175_6305_A_1_1.pdf,Homan for DC NCW,"Homan, Jill",December 10th Report,2011,Amendment 1
campaign,18,/pdf_files/EFS_generated/PCC_11_168_5100_O_0_1.pdf,Committee to Elect Delano Hunter,"Hunter, Delano",July 31st Report,2011,Original
campaign,19,/pdf_files/EFS_generated/PCC_11_168_5100_A_1_1.pdf,Committee to Elect Delano Hunter,"Hunter, Delano",July 31st Report,2011,Amendment 1
campaign,19,/pdf_files/EFS_generated/PCC_11_160_5100_O_0_1.pdf,Committee to Elect Delano Hunter,"Hunter, Delano",January 31st Report,2011,Original
campaign,19,/pdf_files/EFS_generated/PCC_11_173_6228_O_0_1.pdf,Jahi for Ward 4,"Jahi, Baruti",October 10th Report,2011,Original
campaign,19,/pdf_files/EFS_generated/PCC_11_168_6228_O_0_1.pdf,Jahi for Ward 4,"Jahi, Baruti",July 31st Report,2011,Original
campaign,19,/pdf_files/EFS_generated/PCC_11_168_5556_O_0_1.pdf,Committee to Re-Elect Mark Jones,"Jones, Mark",July 31st Report,2011,Original
campaign,19,/pdf_files/EFS_generated/PCC_11_160_5556_O_0_1.pdf,Committee to Re-Elect Mark Jones,"Jones, Mark",January 31st Report,2011,Original
campaign,19,/pdf_files/EFS_generated/PCC_11_173_6262_O_0_1.pdf,Elect Judi Jones Ward 4 2012,"Jones, Judi",October 10th Report,2011,Original
campaign,19,/pdf_files/EFS_generated/PCC_11_168_6262_O_0_1.pdf,Elect Judi Jones Ward 4 2012,"Jones, Judi",July 31st Report,2011,Original
campaign,19,/pdf_files/EFS_generated/PCC_11_175_6262_O_0_1.pdf,Elect Judi Jones Ward 4 2012,"Jones, Judi",December 10th Report,2011,Original
campaign,19,/pdf_files/EFS_generated/PCC_11_175_6329_O_0_1.pdf,Kabel 2012,"Kabel, Robert",December 10th Report,2011,Original
campaign,20,/pdf_files/EFS_generated/PCC_11_173_6181_O_0_1.pdf,Kinlow for Kids,"Kinlow, Eugene",October 10th Report,2011,Original
campaign,20,/pdf_files/EFS_generated/PCC_11_170_6181_O_0_1.pdf,Kinlow for Kids,"Kinlow, Eugene",August 10th Report,2011,Original
campaign,20,/pdf_files/EFS_generated/PCC_11_166_6181_O_0_1.pdf,Kinlow for Kids,"Kinlow, Eugene",June 10th Report,2011,Original
campaign,20,/pdf_files/EFS_generated/PCC_11_170_6181_A_1_1.pdf,Kinlow for Kids,"Kinlow, Eugene",August 10th Report,2011,Amendment 1
campaign,20,/pdf_files/EFS_generated/PCC_11_175_6181_O_0_1.pdf,Kinlow for Kids,"Kinlow, Eugene",December 10th Report,2011,Original
campaign,20,/pdf_files/EFS_generated/PCC_11_173_6181_A_1_1.pdf,Kinlow for Kids,"Kinlow, Eugene",October 10th Report,2011,Amendment 1
campaign,20,/pdf_files/EFS_generated/PCC_11_166_6181_A_2_1.pdf,Kinlow for Kids,"Kinlow, Eugene",June 10th Report,2011,Amendment 2
campaign,20,/pdf_files/EFS_generated/PCC_11_164_6181_O_0_1.pdf,Kinlow for Kids,"Kinlow, Eugene",March 10th Report,2011,Original
campaign,20,/pdf_files/EFS_generated/PCC_11_164_6181_A_1_1.pdf,Kinlow for Kids,"Kinlow, Eugene",March 10th Report,2011,Amendment 1
campaign,20,/pdf_files/EFS_generated/PCC_11_281_6181_A_1_1.pdf,Kinlow for Kids,"Kinlow, Eugene",8 Day Pre Special Election Report,2011,Amendment 1
campaign,21,/pdf_files/EFS_generated/PCC_11_166_6181_A_1_1.pdf,Kinlow for Kids,"Kinlow, Eugene",June 10th Report,2011,Amendment 1
campaign,21,/pdf_files/EFS_generated/PCC_11_281_6181_O_0_1.pdf,Kinlow for Kids,"Kinlow, Eugene",8 Day Pre Special Election Report,2011,Original
campaign,21,/pdf_files/EFS_generated/PCC_11_281_6181_A_2_1.pdf,Kinlow for Kids,"Kinlow, Eugene",8 Day Pre Special Election Report,2011,Amendment 2
campaign,21,/pdf_files/EFS_generated/PCC_11_168_5536_O_0_1.pdf,Committee to Elect Darryl L.C. Moch,"L.C. Moch, Darryl",July 31st Report,2011,Original
campaign,21,/pdf_files/EFS_generated/PCC_11_160_5536_O_0_1.pdf,Committee to Elect Darryl L.C. Moch,"L.C. Moch, Darryl",January 31st Report,2011,Original
campaign,21,/pdf_files/EFS_generated/PCC_11_173_5978_O_0_1.pdf,Joshua Lopez 2011,"Lopez, Joshua",October 10th Report,2011,Original
campaign,21,/pdf_files/EFS_generated/PCC_11_175_5978_O_0_1.pdf,Joshua Lopez 2011,"Lopez, Joshua",December 10th Report,2011,Original
campaign,21,/pdf_files/EFS_generated/PCC_11_175_5978_A_1_1.pdf,Joshua Lopez 2011,"Lopez, Joshua",December 10th Report,2011,Amendment 1
campaign,21,/pdf_files/EFS_generated/PCC_11_182_5978_O_0_1.pdf,Joshua Lopez 2011,"Lopez, Joshua",Termination Report,2011,Original
campaign,21,/pdf_files/EFS_generated/PCC_11_166_5978_O_0_1.pdf,Joshua Lopez 2011,"Lopez, Joshua",June 10th Report,2011,Original
campaign,22,/pdf_files/EFS_generated/PCC_11_170_5978_O_0_1.pdf,Joshua Lopez 2011,"Lopez, Joshua",August 10th Report,2011,Original
campaign,22,/pdf_files/EFS_generated/PCC_11_164_5978_O_0_1.pdf,Joshua Lopez 2011,"Lopez, Joshua",March 10th Report,2011,Original
campaign,22,/pdf_files/EFS_generated/PCC_11_164_5978_A_1_1.pdf,Joshua Lopez 2011,"Lopez, Joshua",March 10th Report,2011,Amendment 1
campaign,22,/pdf_files/EFS_generated/PCC_11_160_5978_A_1_1.pdf,Joshua Lopez 2011,"Lopez, Joshua",January 31st Report,2011,Amendment 1
campaign,22,/pdf_files/EFS_generated/PCC_11_160_5978_O_0_1.pdf,Joshua Lopez 2011,"Lopez, Joshua",January 31st Report,2011,Original
campaign,22,/pdf_files/EFS_generated/PCC_11_164_5978_A_2_1.pdf,Joshua Lopez 2011,"Lopez, Joshua",March 10th Report,2011,Amendment 2
campaign,22,/pdf_files/EFS_generated/PCC_11_281_5978_O_0_1.pdf,Joshua Lopez 2011,"Lopez, Joshua",8 Day Pre Special Election Report,2011,Original
campaign,22,/pdf_files/EFS_generated/PCC_11_182_5558_O_0_1.pdf,Committee to Elect Dotti Love Wade,"Love Wade, Dotti",Termination Report,2011,Original
campaign,22,/pdf_files/EFS_generated/PCC_11_182_6108_O_0_1.pdf,Mara 2011,"Mara, Patrick",Termination Report,2011,Original
campaign,22,/pdf_files/EFS_generated/PCC_11_170_6108_O_0_1.pdf,Mara 2011,"Mara, Patrick",August 10th Report,2011,Original
campaign,23,/pdf_files/EFS_generated/PCC_11_281_6108_A_2_1.pdf,Mara 2011,"Mara, Patrick",8 Day Pre Special Election Report,2011,Amendment 2
campaign,23,/pdf_files/EFS_generated/PCC_11_166_6108_A_1_1.pdf,Mara 2011,"Mara, Patrick",June 10th Report,2011,Amendment 1
campaign,23,/pdf_files/EFS_generated/PCC_11_166_6108_O_0_1.pdf,Mara 2011,"Mara, Patrick",June 10th Report,2011,Original
campaign,23,/pdf_files/EFS_generated/PCC_11_164_6108_A_1_1.pdf,Mara 2011,"Mara, Patrick",March 10th Report,2011,Amendment 1
campaign,23,/pdf_files/EFS_generated/PCC_11_164_6108_O_0_1.pdf,Mara 2011,"Mara, Patrick",March 10th Report,2011,Original
campaign,23,/pdf_files/EFS_generated/PCC_11_160_6108_O_0_1.pdf,Mara 2011,"Mara, Patrick",January 31st Report,2011,Original
campaign,23,/pdf_files/EFS_generated/PCC_11_281_6108_O_0_1.pdf,Mara 2011,"Mara, Patrick",8 Day Pre Special Election Report,2011,Original
campaign,23,/pdf_files/EFS_generated/PCC_11_281_6108_A_1_1.pdf,Mara 2011,"Mara, Patrick",8 Day Pre Special Election Report,2011,Amendment 1
campaign,23,/pdf_files/EFS_generated/PCC_11_168_5520_A_1_1.pdf,Mara 2010,"Mara, Patrick",July 31st Report,2011,Amendment 1
campaign,23,/pdf_files/EFS_generated/PCC_11_168_5520_O_0_1.pdf,Mara 2010,"Mara, Patrick",July 31st Report,2011,Original
campaign,24,/pdf_files/EFS_generated/PCC_11_160_5520_O_0_1.pdf,Mara 2010,"Mara, Patrick",January 31st Report,2011,Original
campaign,24,/pdf_files/EFS_generated/PCC_11_160_5985_O_0_1.pdf,Mayes for D.C. Council At-Large,"Mayes, Stanley",January 31st Report,2011,Original
campaign,24,/pdf_files/EFS_generated/PCC_11_164_5985_O_0_1.pdf,Mayes for D.C. Council At-Large,"Mayes, Stanley",March 10th Report,2011,Original
campaign,24,/pdf_files/EFS_generated/PCC_11_281_5985_O_0_1.pdf,Mayes for D.C. Council At-Large,"Mayes, Stanley",8 Day Pre Special Election Report,2011,Original
campaign,24,/pdf_files/EFS_generated/PCC_11_182_5985_O_0_1.pdf,Mayes for D.C. Council At-Large,"Mayes, Stanley",Termination Report,2011,Original
